texto_diario,emocion_principal,label
im sure you could tell we werent feeling too adventurous with the antipasti but i found the mozzarella with the proscuito pretty good,joy,0
i woke up four miles away hungry as hell but somehow feeling oddly satisfied,joy,0
i died would alex and matt feel regretful for not coming to visit,sadness,1
i have finished reading i am feeling so insecure,fear,2
i was feeling a little awkward about seeing some folks,sadness,1
i realise that desiring a substance to feed a feeling only compounds the desire to feed the feeling i realise ive abused substances since early childhood,sadness,1
i get the feeling that people have died it s bothered me so much that in the past i ve cried my hair must look perfect whatever the weather all of this anxiety brings me to the end of my tether,anger,3
i mentioned in that post the colors are very pretty but they feel very uncomfortable on the eyes,fear,2
i could feel her loving gaze on me as i made my way down between her legs,love,4
i feel a little suspicious,fear,2
i feel like i love all romantic comedies that sort of have a mixed tone so some of woody allen s work obviously and jim brooks and some of the earl billy wilder films like the apartment,love,4
i am feeling jaded,sadness,1
i feel like a heartless and feelingless i know don t have this word daughter teenager,anger,3
i bought some eggs and because i was feeling adventurous i also got a whole chicken and an oxtail,joy,0
i remember laying in the bath feeling really emotional knowing that i was going to bring my baby into the world on the day that miss cook was laid to rest,sadness,1
i was sitting in class on tuesday afternoon and all of a sudden that same feeling came over me a delicious feeling of being slightly out of control and out of my depth a thrill of adrenaline that left me weak and drained yet excited and inquisitive all at once,joy,0
im not feeling very loyal toward them,love,4
i feel like i could have gotten all apprehensive for no reason at all,fear,2
i listen to this song i can feel a sorrowful atmosphere,sadness,1
im being a teenager people and if you feel the need to make sarcastic bitchy comments you can kindly fuck off,anger,3
i even feel her hair looks superior here,joy,0
i bought some three books after feeling disillusioned with the one id brought with me to glasgow,sadness,1
i can feel the gap it feels like rich people status and poor people status,joy,0
i am feeling exceptionally reluctant to go to school tomorrow even though its monday and the timetable is pretty good,fear,2
i am feeling rushed or overwhelmed to have the perfect house that my brain explodes and all proper decision making skills get lost in the debris,anger,3
i feel like this was a milestone race and i ve shaken the novice feeling off,fear,2
i don t feel any safe,joy,0
im feeling how char had blamed me of doing a few weeks ago,sadness,1
i can whine and pour my heart out without feeling awkward,sadness,1
i feel that language is nothing at all cheer up remain my faithful only darling my everything as i for you the rest is up to the gods what must be for us and what is in store for us,love,4
i feel like its flying by and im afraid im going to miss something,fear,2
i feel irritated a lot,anger,3
i feel that i have to justify this behavior to you my faithful blog reader,joy,0
i feel so horrendously ugly these days,sadness,1
im feeling fine just a bit nauseous and extremely tired but to be expected in the first trimester,joy,0
i had stated to her the reason i feel so fearful is because i feel unsafe,fear,2
i was doing some reading during a rather unpleasant plane ride the other day and didnt feel like reading unpleasant things so i skipped the uruk hai entirely and for the full reading experience should come back to it at some point,sadness,1
i cant get wrapped up in that kind of crap tv because my brain starts getting mushy and i feel feverishly hostile,anger,3
i normally associate with a tough workout moving from side to side in bed has become more of an effort my sleep is pretty interrupted and uncomfortable in general although much better with the aid of a benadryl and there are times when i feel like i could never be energetic again,joy,0
i am now drunk again and feel fab,joy,0
i feel melancholy always the period plus just dont feel like myself,sadness,1
i came into this quarter feeling really invigorated and now because of work im back to where i was at the end of spring quarter not sleeping not eating well not taking care of myself not doing good work,joy,0
i feel honored she is a legend i admire her although i dont see the similarities between us,joy,0
i was abruptly reminded of why i was feeling so agitated in la,fear,2
i would like a lazy immersed in my boring feeling i like the friends have a pleasant talk together and boring,joy,0
i feel more confident and have to think less about what i say on the days i avoid english and read french grammar in the morning,joy,0
i feel deeply humiliated when i read in ari ben menashe s book entitled profits of war mousavi s friend manuchehr ghorbani is was a cia agent,sadness,1
i bring you opis im feeling sashy a gorgeous cool toned grey purple lavander creme,joy,0
i feel impatient to do a final post after four more weeks with tangible results so far its exciting to see how far the philips reaura can go in terms of firming and smoothing,anger,3
i feel overwhelmed stressed and pressured inside something magical happens when i take off my shoes and go for a walk in the park or on the beach,fear,2
i travel i feel like men expect me to be neurotic superficial and easy only sometimes true,fear,2
i would certainly feel what im suppose to be feeling which is brave,joy,0
i feel tender just now and i am fine with that,love,4
i feel like it skews the kids idea of what is cute and adorable and just encourages annoying behaviors,joy,0
i did laps and now feel all virtuous,joy,0
i generally don t eat a lot of junk it is mostly stress eating but as i become more comfortable with the child care i am feeling less stressed and eating less junk,anger,3
i had friends being sad feeling rejected from the world i think i finally realize that friends arent what i thought they were,sadness,1
i have wonderful family who are constantly on the lookout for me make phone calls for me do pr for me but i feel helpless and folks i am a doer so i always feel like if i cant help myself then,sadness,1
i usually don t wear glasses at first i had uncomfortable feeling like irritated but lately i feel comfortable to have it,anger,3
i feel sure it could be developed into a thrilling piece of theatre,joy,0
i am attached to him and feel loving feelings toward him and miss him get homesick for him,love,4
i commented trying to keep my voice reasonably free from the feelings which gripped me i believe were beaten hendricks,sadness,1
im not being fair to xia by doing it this way if he feels frightened by the work i do it that his fault,fear,2
i feel more content with what i have achieved and i know if i don t write today there ll still be a tomorrow,joy,0
i feel i had benefited more from last year s creative futures but could this be in part that the information i had learnt last year i was already putting into practice and therefore this year s sessions were what i was already doing rather than inspiring me to start,joy,0
i feel lovely,love,4
i had to lose my best friends to be with the one who can make me feel forever contented with life and be eternally happy,joy,0
a friend of mine suggested that i become a film extra the idea seemed very funny to me and my reaction seemed rather outlandish to the others,joy,0
ive always been a giver not a taker i feel selfish in considering this idea,anger,3
i am this evening having had a brilliant night fantastic run and feeling jolly darn good,joy,0
i feel totally listless exams have come and gone and now i have a whole five or so months in front of me with no uni and free time,sadness,1
i was feeling for the horses cooped up and determined if we got even a little stretch of weather i was going to see that each and every horse got a chance to get outside,joy,0
i feel slightly charmed and wishful,joy,0
i really feel regretful when hearing that shinae got married to another man oh it s really sad i really hope that alex and shinae can be a couple in real life they re perfect for each other,sadness,1
i love the idea of the white blouse under the jumper because i feel the jumper would be too boring without a collar and with the pink spiked necklace underneath the collar i think this would give the jumper a nice touch,sadness,1
ive been feelin cranky about my blog im feeling its still a bit childish for me already i dont know if its the blog itself the address or something else,anger,3
i feel strangely carefree and free from all burden and it feels absolutely wonderful,joy,0
i feel so blessed for my husband and my family supporting me on my mission of health and happiness and spreading it to my community and the world,joy,0
i began to feel if i keep on supporting this system i became a part of the blood sucking everything for profit machinery,joy,0
i guess being the good friend that he is he can not and will not allow me to go on with life feeling so distressed and confused,fear,2
i had a feeling he wouldn t be friendly about it,joy,0
i feel a little weepy over the fact that my baby is no longer a baby,sadness,1
i am thankful that i feel well emotionally,joy,0
i am glad to know the reason for my recent lapse of sanity but i still feel like i want to go on a very violent rampage at the slightest inconvenience to me,anger,3
i feel like thats so vital to make your room a reflection of who you are because you will need to feel at home while away from home,joy,0
im feeling good now,joy,0
i could look for solutions instead of just feeling helpless actually made a big difference,fear,2
ill be happy to take his money when ever he is feeling generous enough to part with it,love,4
ive been feeling so listless lately,sadness,1
id love to know in the comments i feel like its a funny thing but i always love reading about how people schedule their days,surprise,5
im feeling nervous about it,fear,2
i still feel guilty for being a christian with depression,sadness,1
i am feeling really weepy today i am sure i will feel better tomorrow xxx,sadness,1
i could barely leave the house and i was feeling a lot of isolation and i hated the lack of control i had over my own life because everyone else i knew was moving on with theirs,anger,3
i wish that i didnt feel the way i do i wear my heart on my sleeve you have to believe the things i say arent in vain believe me theyre true,sadness,1
i am feeling happy thank you,joy,0
i did not want to feel discouraged looking at a gain,sadness,1
i feel a bit more confident about my kicking in karate and my diagonal cuts in kendo though much work remains,joy,0
i feel very distressed because i m supportive of this campaign and with the senator,fear,2
i feel myself slowly not caring about living up to other peoples standards when it comes to aesthetics and how i present myself,love,4
i commented trying to keep my voice reasonably free from the feelings which gripped me i believe were beaten hendricks,sadness,1
i dont recall just now yet vividly recall looking at you as you said it and you i think looking back at me and my feeling very sympathetic or maybe empathetic is the better word of course you needed a space,love,4
i still feel a little shitty right now as i type this,sadness,1
i was feeling doubtful and sad about the relationship i have with this man,fear,2
im tired but i feel fabulous and i am so freaking proud of myself at this moment for continuing to push myself to train and to get so far out of my comfort zone,joy,0
i travel i feel like men expect me to be neurotic superficial and easy only sometimes true,fear,2
i did not picture myself feeling shy in this class when i signed up for it,fear,2
i buy a glamorous dress i might feel like a glamorous person dittmar explained,joy,0
i am reliving all of the feelings of being rejected less than and not good enough from years ago,sadness,1
i feel a bit annoyed and antsy in a good way,anger,3
i cant help but feel hopeful and optimistic about a brighter future,joy,0
i feel as though i am living on an island as i put the delicious moisturiser on a sample which is lasting a very very long time used twice a day and the rest of the products are so gentle yet cleansing and moisturising,joy,0
i said im only pages and this book feels so tortured and you can really feel the pain of the characters,fear,2
i feel like a doll which has been abused,sadness,1
i have not done any hill training but am not feeling apprehensive about it at all,fear,2
i can t fly paulo coelho do you feel useful,joy,0
i would feel strange describing it but if anyone is interested let me know and i will add it,fear,2
ive been having trouble sleeping my anxiety is causing my social life to suffer i lack the motivation that used to drive me work is quickly becoming a chore where i was once satisfied and i feel dull and uninteresting,sadness,1
i just go into these modes where i want to write then feel disgusted and do not what to write at all,anger,3
i keep feeling that sometimes one just has to fake it till they make it,sadness,1
i feel liked i talked about mass effect to death in these posts but i m going to have to again i m afraid,love,4
i smiled to myself musing probably feeling superior just as i felt somehow superior to all these fresh scrubbed college folks off to slum among the huddled masses,joy,0
i had a feeling it might be perfect for a take off on the tutorial,joy,0
i feel drained and depressed by it all,sadness,1
i feel so cranky irrationally,anger,3
i feel relaxed and comfortable,joy,0
i wonder how it feels to have angered and disappointed millions of people in one morning,anger,3
i feel so invigorated by the sunshine,joy,0
i am writing feeling appalled,anger,3
i laced my shoes and pounded out those feelings on the hot black pavement before me,love,4
i recommend using them when feeling emotionally drained,sadness,1
i was feeling very depressed everyday in the midst of having my dream life,sadness,1
i could better understand and feel the desires of his most sweet heart,love,4
i begin to feel burdened by things amp long to be empty again,sadness,1
i feel so uncertain all i did was crying over the phone saying i cant finish the reading,fear,2
i have been highly critical of dennis covingtons book in this article i must admit that he did say something that has merit in this discussion when he noted in his closing chapters this feeling after god is a dangerous business,anger,3
i still didnt start feeling contractions but it was a tender mercy for me because she would have come on the st no matter what,love,4
i still think that shes being insensitive with my feelings but i am just glad that im not on her shoes,joy,0
i feel very apprehensive to adopt labels and to even identify myself as queer it seems that im still quite unclear on that subject and it keeps me feeling separate from the queer community like joel,fear,2
i feel nervous about going back to america not knowing what to expect the transition to be like,fear,2
i feel ive answered those questions for her and shes pretty trusting for the most part,joy,0
i have a feeling that most of you have yet to hear about this tragic incident in our world history,sadness,1
im wanting you to look at me that it makes people feel ok to ask questions,joy,0
i feel some weird plantar fascitis y thing,fear,2
i have had things happen and allowed things to happen to me that have made me feel ugly disgusting and unworthy of being loved or even feeling like i matter in this world,sadness,1
im sure the bundle guys are feeling pretty generous this time of year,love,4
i liked my keyboard being kicked in my teeth and feeling lousy about myself as a writer but because i want to know how i can improve and wonder what i did wrong to earn only one star,sadness,1
i dont really have any details to share but i feel like blogging and letting all of you know that i am ecstatic,joy,0
i am so incredibly thankful for the temple and for the blessings the promises and especially the feeling that comes over me when i am either inside this amazing building or simply when i drive by,joy,0
i feel troubled deciding whether to go to this hot pot thing at pm or not,sadness,1
im not enjoying winter hate feeling cold and having to dress in so many layers,anger,3
i feel glamorous rich enough for enriching my perfume collection even more haha,joy,0
i will say that i am satisfied with my draw and feel that it is a perfect fit,joy,0
i feel selfish for that choice i made i just beg that you dont let your love for me go away,anger,3
im then left feeling quite embarrassed as i say that nothings new,sadness,1
i understand because of what but even towards the end when she starts going outside again i feel like she ll never be truly happy again,joy,0
im gonna end up pressuring myself and feeling really disappointed when i get to doing the actual thing and its on tuesday and i really should study but i cant jhbdjhdfbjdfhbfd or maybe when i get off this comp ill go start typing stuff up,sadness,1
i chose to live my life as a normal person who has feelings wants and desires i have talked up for myself been faithful to myself and i have been determined to be treated with dignity and respect,love,4
i refuse to feel guilty,sadness,1
ive finished it i feel foolish for having put any expectations on the story when i began reading it,sadness,1
i miss the way he made me feel im at a point now where ive accepted that he betrayed me and i can never go back to him,joy,0
im not mistaken all the thai business leaders at the dinner feel ashamed about the setbacks that have held thailand back from its full potential,sadness,1
i am bothered is that he might changed his feelings once he get back in us and leave me heartbroken,sadness,1
i feel a little calmer im more irritable and impatient than before,anger,3
im feeling rather disheartened,sadness,1
i leave sundays feeling utterly drained with not an ounce of anything left to give,sadness,1
i settle in other ways based on feeling worthless,sadness,1
i want to feel like a nurtured respected protected equal,joy,0
i feel like supporting a yorkshire team you never know they could be the surprise packet of the round ha ha ha,joy,0
im feeling somewhat indecisive about what to do in terms of an alliance,fear,2
i can cry and feel bad without an explanation at all,sadness,1
i like your t shirt can achieve that and instill a sense of making the customer feel valued as a person but such comments should be sincere,joy,0
i was having a cig and feeling like ok ill just write my colomn about how conservatish men are tha best bfs and tha best lovers,joy,0
im well chuffed made me feel fab straight away,joy,0
i feel like shirley maclaine in that weepy chick flick where julia roberts is in such pain and her mother shirley demands drugs for her,sadness,1
i was feeling really horny all afternoon with no one to fulfill ma sexual desire and only had my bed and creative thoughts to help me out and not forgetting my handss which aahhh work like magic,love,4
i feels acceptable even desirable,joy,0
i feel defective or something,sadness,1
i know that sounds really recycled and generic but its actually how i feel i love to sing and would more than love to make a living doing that but im going to school because i know that its not in the cards for all the talented people in the world to make it in the music business,joy,0
i have really come up against some intense struggles since moving in here and i have to say i am very proud at the way we are giving each other the respect to feel however we need to feel mad stressed whatever and yet we still pull together to fix the issue,anger,3
i don t know but it seems important to them that i feel unwelcome,sadness,1
i remember feeling so helpless i had been a mother for no less than hours and i had already failed my daughter,sadness,1
im feeling overwhelmed,surprise,5
i feel like i am so pathetic selfish and unbelievably lazy i want to find a new job as the old one is just annoying me so much i can not describe that,sadness,1
i still have feelings after we broke up,sadness,1
im not feeling like that to be truthful,joy,0
i plan to run miles in the morning which is a distance that generally leaves my bunion feeling extremely tender and painful,love,4
i feel so fake,sadness,1
i discussed previously in my last blog post how apprehensive audiences have become towards bathrooms they automatically feel nervous which has become a fantastic trope for horror fiction,fear,2
i instantly feel rejected,sadness,1
i feel like ive had to fake my feelings a lot more often then i would have liked to,sadness,1
i feel a little abused about this whole situation,sadness,1
im feeling sad so i can remind myself of how i am talented and good at things and also see things that inspire me all in once place,sadness,1
im feeling somewhat sleep deprived and dreading my alarm going off tomorrow morning,sadness,1
i feel is a lousy diagnostician,sadness,1
i just feel really irritable and everything drives me insane,anger,3
i know theres a saying tell someone how you feel because things can change in the blink of an eye or something along those lines but although thats sweet and all and while its easy to say things like that its really not easy to say it to that person,love,4
im feeling pretty proud most of the elements in the room somehow worked their way onto my body,joy,0
i also love this one but will be able to send it to a good home without feeling like i m giving away a vital organ,joy,0
i realized that it s those goddamn fat ass greedy son of a bitches that made me feel so humiliated so alone and so ugly,sadness,1
i feel weepy a lot,sadness,1
i wish i had the week off too i feel like a mellow week of tidying and cleaning watching old movies and daytime tv with them,joy,0
i still feel groggy and my stomach is still cramping and im still bleeding from the biopsies i feel like ive been given an opportunity,sadness,1
i feel like i am doomed for the rest of my life,sadness,1
i wonder if they will even think back to the times that i have begged them to just be there for me or just be on my side or just offer me any kind of suppport or the feeling of them caring at all,love,4
i feel fearful and then actually do that one thing it usually turns out to be a good thing,fear,2
i a bad person for feeling burdened by our relationship,sadness,1
i did not feel like an intruder or at least as an unwelcome one,sadness,1
im certainly not going to sit and tell you whats going on in my personal life but i feel that if you were ever curious about whats going in my life all youd have to do is watch the show,surprise,5
i imagine ill eventually migrate to the middle but even alone that feels greedy to me,anger,3
i hope something magical happens today because im feeling kind of listless,sadness,1
i sort of suspected i was going to feel resentful and not really show my best side,anger,3
i get that feeling of confidence is far more pleasant than some of the alternatives and i certainly am not against someone increasing their confidence but why do you have to feel that first before you take action,joy,0
i guess fiction powers along on good emotions versus bad emotions there wouldnt be much excitement if all the feelings between the characters were sweet and harmonious,love,4
i have the same feelings toward the word passionate,love,4
i tells him not to feel troubled over her,sadness,1
i think i deserve for once this freedom makes me feel amazing,surprise,5
i was feeling benevolent and understanding because i said nothing,joy,0
im feeling kind of unwelcome,sadness,1
i feel my bones silently aching from the knuckles spreading to my uneven nails in oscillating patterns,sadness,1
i feel empty when i dont have something to care for,sadness,1
i feel irritable as well,anger,3
i already have my christmas trees up i got two and am feeling festive which i m sure is spurring me to get started on this book,joy,0
i remembered that i gave my day to the holy spirit and filled with his grace how could i feel disturbed with this situation,sadness,1
i want to be extremely amp feel successful again,joy,0
i feel so foolish and ashamed,sadness,1
i feel very proud of my girls accomplishments this morning,joy,0
i ever start to feel successful at all things life again,joy,0
i am so festive this feels so delicious wheeeeee what a great night,joy,0
im feeling a little less disheartened about it,sadness,1
i continued on my way despite feeling a bit strange with my flexy new shoes and sweat soaked back,fear,2
having received an offer to do postgraduate work,joy,0
i really loved the day which made me feel such gratitude that we were having such a wonderful day which made me feel very happy,joy,0
i feel lucky that there is this wonderful cheap cozy cafe in my neighborhood that serves this incredible mexican hot chocolate,joy,0
i really hope you like my card and feel inspired to make christmas cards and a href http papermakeupstamps,joy,0
i feel violent wanna kill someone anyone or kiss them,anger,3
i have a feeling she will sleep through the night more and be a little less agitated,fear,2
i feel pathetic i can t live like this anymore,sadness,1
i am feeling excited and also nervous worrying about all the little details and hoping that our first day goes well,joy,0
i want to love you but i feel like there some sort of hindrance thats keeping me from loving you,love,4
i feel as if i havent been very productive over the past six months,joy,0
i am exceedingly lucky and i don t work this hard because i feel some sense of frustrated obligation that is resented,anger,3
i feel about it has me shocked,surprise,5
i was intensely conscious of how much cash i had left in my gas and food envelope and i still have what i intended to save for next week which helps me not feel so stressed and scared,anger,3
i would feel more peaceful and easygoing,joy,0
i really hope im the only blogger they have treat this badly as i still feel super lousy about all and i wouldnt wish this crap on my worst enemy,joy,0
ive been feeling a little burdened lately wasnt sure why that was,sadness,1
i took a sip tonight and am feeling pleasantly mellow,joy,0
i feel like i have to preface this post w a disclaimer of some sort before i have an enraged peta after me or something equally as horrible,anger,3
i feel a bit overwhelmed in some areas so i may come off as whiney,surprise,5
i feel bothered at the fact that some of us have been given so many chances but i don t see the least bit of appreciation and utter gratefulness downright from their souls,anger,3
i feel a bit stressed because it feels like im supposed to do something all the time and that i should be reading now,anger,3
i feel like im getting there i have to admit i was stunned when i realized my list my entire laundry list of here to for impossible pie in the sky dreams,surprise,5
i am feeling extremely annoyed and restless,anger,3
i went bowling david and some other people but i didnt really feel like being sociable so i just called and texted lisa all night who was also texting chris at the same time shes known him all her life,joy,0
i feel paranoid when i wear makeup out,fear,2
i looked down at my sweet boy hudson i knew this was my calling and that his spirit needed me at all times even when im frustrated and feel helpless and lost as a mother,sadness,1
i was measuring a week big and that was enough to just make me feel lousy about myself,sadness,1
i know its not my fault but after failing to keep three babies alive in my womb how else should i feel two friends came by with a sweet gift and a sandwich for todd,love,4
i looked at uncle lin the chubby face feeling very charming never find ah because there is no scrutiny,joy,0
i feel so selfish so self indulgent,anger,3
i went to dads caught up with alice watched idol which was extremly crap and boring i dont know why i watch it but i feel like i need to be loyal to it,love,4
i just know i feel like i m on potentially shaky ground,fear,2
i wont feel deprived and can stick with this,sadness,1
i feel i might have been too gloomy about it,sadness,1
i am still working through the guilt of feeling selfish for self preservation without the justification that i must survive to bring up my babies,anger,3
i was feeling compassionate at that time though ive no tissue so i thought my form of compassion lol of asking around for it but i cant stand the look on her face ah,love,4
i like her a lot as a person but i cant help feeling less that what she is she has my dream jobs shes more sociable shes a combat trainer,joy,0
i feel fond toward though they may not realize it,love,4
ive been feeling restless in my career,fear,2
i can eat plenty of it and feel totally satisfied i dont need to understand how it all works,joy,0
i feel as if i could speak volumes and be ignored,sadness,1
im feeling cranky and horrible,anger,3
i did however feel somewhat disheartened at the end of tonight,sadness,1
i am also now down lbs so i feel so good i still have another to go at least well thats the plan anyway,joy,0
im feeling a bit melancholy for some reason so im not going to post further for now but hopefully this re discovery of my old thoughts and goals will help me to re align my focus a bit,sadness,1
ive been frustrated that i dont walk around floating on air seeing the good in every sidewalk pothole i trip into beating myself up over feeling unsure and scared,fear,2
i think that for as much as i could feel myself trying to hide it my face must have betrayed the fact that i was none too pleased about being woken at such ungodly hour in the afternoon,joy,0
im feeling stressed retail therapy is the way,anger,3
i will be thinking of each one of you i will be happy toast and feel my sincere huge magical group hug link rel stylesheet type text css href http jdelivery,joy,0
i ever going to feel cute again,joy,0
i am feeling valued and supported which is great,joy,0
i feel so cranky and disconnected,anger,3
i remember reading red seas under red skies and feeling a bit disappointed,sadness,1
i have succumbed to the dreaded commuter virus and feel altogether a little bit rotten,sadness,1
i wanted to really love this book social thought provoking personal histories are just my thing but i left feeling disappointed by this one,sadness,1
im shocked i feel my own little problems put into perspective and i feel heartache for the innocent lives that have been ended,joy,0
i feel the other person is unimportant but it is my interpretation see the trend that i have been misunderstood and that instead of wasting time hence the impatience part having them explain what i feel is already a misunderstanding i try to reexplain my intent,sadness,1
im feeling playful already,joy,0
i finally feel i have accepted nashville as home,love,4
i was feeling pretty well in mid october,joy,0
i always feel pressured to act normal with my eating around family at christmas so yeah ill need to lose weight to be comfortable eating dessert and stuff then,fear,2
i feel sooo bitchy that i made out with devin,anger,3
i hope to feel a bit more creative again soon and miss its presence in my life blog,joy,0
i had to work in one i would not feel quite so affectionate,love,4
i hope that you feeling fine well i wanna say happy birthday and that you realize your dreams and you always be happy because you are a perfect person and you deserves the best,joy,0
i was still feeling brave,joy,0
i didn t feel rushed to finish millions of things and i was able to focus on each task separately,anger,3
i have been busy pleasing people which i currently feel so regretful about today,sadness,1
i have to admit that i was beginning to feel pretty smug,joy,0
i got my eyebrows waxed the other day and i feel glamorous,joy,0
i put on make up for the first time in months because i needed to feel pretty,joy,0
i need to go and im feeling a longing inside at that point for him,love,4
i was feeling very resentful,anger,3
i feel so sympathetic embarrassed for betty here that it s tough to watch,love,4
i much regret that i allowed johann to accompany me from khartoum i feel convinced he can never rally from his present descara,joy,0
i feel more of a sense of longing than of loss,love,4
i am feeling a little more confident i haven t totally lost my mojo but time is running out,joy,0
i went to the doctor a few days into feeling weird,fear,2
i have decided that i will not let the feeling demotivate me and here i am with all my enthusiasm and this diwali special recipe,joy,0
i feel that the fabulous apple flavor gets kicked to the side for pumpkin,joy,0
i feel skeptical about the sustainability of that,fear,2
i believe just imagining what it would be like to act live in front of an audience will make me feel joyful,joy,0
i feel like they ve just kind of coasted but they ve gotten even more popular,joy,0
i spent a few days feeling defeated and wondering how much better i can expect myself to get,sadness,1
i do i really do think i have some justification for feeling smug,joy,0
i feel sorry for albums like the nd law and living things which have four or five fantastic albums to compete against,sadness,1
i feel at least dating them would not be in vain,sadness,1
i probably love a handful of friends too but i always feel a bit strange when describing this as love,fear,2
i end up feeling so unwelcome i go into a spare bedroom being used as a coat closet take the xanax i had been saving the entire time and pass out,sadness,1
i feel he has been a terrific captain and hes played very well for us taylor said,joy,0
i wanted both but i feel greedy,anger,3
i feel you and its so sincere,joy,0
i love the feeling of aching oh what are those insipid things called on the front sides of my calves muscles and i love the fantasy that some day soon i will be featured in sports illustrated as the swimsuit model of the year maybe they will make a special issue for the baby boomers,sadness,1
i sorta feel like everything is so delicate right now,love,4
i guess just like a porn star looking at a inch rubber dong i m feeling a bit hesitant about the whole thing,fear,2
i feel uptight love had to show me one thing i was so right,fear,2
i picked up and moved to the czech republic by myself it was chris who sent me a care package with food and music to remind me of home when i was feeling my most homesick,sadness,1
i feel i had to make as a hateful bastard is too stupid to make any assumed connections that are not themselves hateful,anger,3
i feel stressed frequently,anger,3
i never have it feels insincere and a little nosy you get a hint that something might be wrong and want to jump in and get all the details,anger,3
i have to fight from feeling overwhelmed by it all,surprise,5
i have a bunch of ideas but at the same time i feel intimidated because i am just a freshman and apparently know nothing about anything,fear,2
i bought into what the world had told me would fill this emptiness but all it did was leave me lonely feeling confused at the emotional baggage and physical consequences i never expected,fear,2
i feel tortured because i am not allowed to enjoy food the way my friend can,anger,3
i hear your still cool several times a day and it makes me feel so cool,joy,0
i overcome the claustrophobic feeling that i get after i dont know but what i do know is that there is a path i need to follow to get to my vision and i need to make sure the road i choose has to lead there,joy,0
im stressed angry upset to the point where im feeling numb but one more bad thing is sure to set me over the edge,sadness,1
i recently mentioned i feel savage worlds isn t doing a good job modeling the kind of story robin and i are telling in our current duet game and i m willing to experiment with another system,anger,3
i still try to force myself to do some even if i m feeling irritable withdrawn and quiet at the time,anger,3
i hate the moment when i completely feel perfect with people around me whom i love the most suddenly disappear,joy,0
i woke up feeling crappy headache sore throat congestion but emotionally calm,sadness,1
i clumps everybody together in a weird way and i feel liked and respected but unloved by anybody,love,4
i would imagine someone to have achieved much more yet i feel no desire to reach out towards the greedy hands and caretakers and give them my sand from the hourglass of mine,anger,3
i feel burdened a href http scratcheverything,sadness,1
i might feel a bit proud if i had one on my left wrist as this is a turbillion watch made in hong kong,joy,0
i feel confused too,fear,2
when my little sister was sick at home and i thought that she would die,fear,2
i have been labeled the accuser and for this reason i feel it is my responsibility to bring to your attention this information about whom you have believed to be faithful,joy,0
i feel so good,joy,0
i feel many petty people have judged me simply because i may be one,anger,3
i guess i just need to see how it goes so while im feeling very nervous im also very excited,fear,2
i feel and i dont need some dumb reason to legitimize or excuse the way im feeling,sadness,1
i am however caught by the feeling that i missed out on a lot of interesting conversational banter by reading dead writers write about deader writers,sadness,1
ive been feeling a bit shitty about myself these past few days and there has been a sudden drop of self esteem going on,sadness,1
i feel guilty and sorry to them,sadness,1
i feel greedy with my thoughts and it is a relief to let them linger,anger,3
i feel humiliated i choose to believe that somehow janis sanders will see these words and know that he cannot get away with abusing others,sadness,1
i feel like you will be completely satisfied with the results,joy,0
i do have a chinese mum a few chinese sisters spent two very important years of my life in china so when someone who knows all this has a conversation like the one below with me i feel pretty hopeless about the power of education,sadness,1
i am also in an exciting space i have to admit i am feeling curiously excitedly optimistic about the future,joy,0
i hope she didnt get that feeling i didnt want to make her feel bad about bringing it up,sadness,1
im finally looking forward to my toes kissing the sand once again and feeling so free,joy,0
i still have feelings for him only broke up for a month or so we re friends at the moment and i want him back as well,sadness,1
i feel such an attachment to cindy her sweet family and atticus,joy,0
i and i are feeling especially thankful for so many small blessings in our life right now,joy,0
i can still feel my legs and they get so cold,anger,3
im feeling morose as i tend to do when im awake and writing here at almost am,sadness,1
i feel like a failure of a parent which add that to the emotional rollercoaster of having to have an unplanned c section and well some days i feel like i have just failed from the beginning,sadness,1
i have just been wandering around santa cruz and thinking about this being the last time in a while that i m seeing all those meaningful streets squares shops caf s where i have spent so much time with my friends makes me feel almost heartbroken,sadness,1
i cross the finish line i want to feel exhausted and alive at the exact same time,sadness,1
i shared previously the tv program and another minor disagreement before bed left me feeling rejected and lonely,sadness,1
im now and still addicted to the way living a healthy and fit lifestyle makes me feel energetic confident strong and youthful on a daily basis,joy,0
i can genuinely say from the bottom of my heart that i feel absolutely thankful,joy,0
i feel like a bit of a strange one,surprise,5
i feel so appreciative to have their support,joy,0
i was driving back i was having a moment of missing new orleans and feeling really sad when it just hit me that i was able to go visit them for the night on a whim and i felt such a peace,sadness,1
i feel welcomed appreciated,joy,0
i really don t feel all that bothered by the north london derby,anger,3
i feel excited just imagining it,joy,0
i feel a bit shaky at night lately i ve awoken with this,fear,2
i get a feeling that why did i pay for getting so fucked,anger,3
im already feeling stressed about salvaging the friendship as time goes by i realize theres also another point that isnt helping,anger,3
i would really like to be able to help out financially around the house and it makes me feel that much more useless when i cant,sadness,1
i feel content with it all,joy,0
i say that feelings dont dull selectively,sadness,1
i had horrible anxiety dreams every night last week and it made me feel really paranoid and of course all of that reading about conspiracy theories and unsolved crimes online didnt hugely help matters,fear,2
i am feeling a little dull this morning because we had a winetasting at our apartment yesterday to choose the wines for our wedding,sadness,1
i didn t have feelings for them but seriously after a while how do you feel love for someone who treats you with such disregard i was faithful and loyal,joy,0
