texto_diario,emocion_principal,label,predicted,confidence
i was talking to elder ditlevsen the other day about my plans at college and things and how you guys were all way excited for me to get back and he told me that he remembered feeling a little nervous as a parent,fear,2,fear,0.9911884069442749
i am feeling grumpy and irritated,anger,3,anger,0.9906504154205322
i know this is not specific for me and almost everyone else has a similar experience but i still can t help but feel appalled,anger,3,anger,0.9225422143936157
i feel so unwelcome here now and im leaving tonight once benno finishes his motorcycle lesson,sadness,1,sadness,0.9932500123977661
i am feeling good and the runs feel normal,joy,0,joy,0.9938072562217712
i feel so dumb for being honest,sadness,1,sadness,0.9912494421005249
i feel that the classroom is extremely dangerous,anger,3,anger,0.9811102151870728
i learned the hard way and after being here for about three hours you ll feel like you ve been here for months from all the friendly people you ll stop and talk to,joy,0,joy,0.9834851622581482
i hate the feeling that i can t do anything useful,joy,0,joy,0.9936654567718506
when a very close friend with whom i have a very intimate and bodily relationship he had a girlfriend started to avoid me and didnt want to talk to me any more,anger,3,love,0.6848909854888916
i were alone i would feel more relaxed about taking photos but a camera to me now feels like a device that shouldnt be present at dining tables much like the phone,joy,0,joy,0.9938179850578308
i was dwelling on the current state of my life i was unsure about my place in life and what i was going to do with it and i was feeling a bit bitter at god because of it,anger,3,fear,0.5385809540748596
i had never read the posts i never would have spent the emotional and mental energy to argue with them in my head or feel irritated by them,anger,3,anger,0.9906907081604004
i dont think thats what ill do because i feel its just really awkward,sadness,1,sadness,0.9911938309669495
i used to want to get married so i feel a little heartbroken,sadness,1,sadness,0.9902582168579102
i am sleeping better but yet i feel even more exhausted than ever which i just dont understand,sadness,1,sadness,0.9907564520835876
i got off in my previous post about how much the app maker leeches upset me at this conference and so i feel like i should mention who i was most impressed with there,surprise,5,surprise,0.9724262952804565
i don t ever have to fully feel any unpleasant emotion,sadness,1,sadness,0.9827893376350403
